unifiedDeliveryDriver;geoKey;capacity;peakCapacity;activationDateFrom;activationDateTo;products
PostAndService;70032;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70033;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70037;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70038;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70042;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70043;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70044;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70054;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70056;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70121;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70122;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70123;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70124;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70125;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70126;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70127;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70128;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70129;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70131;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;70132;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;TA;1100;1100;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;AR
PostAndService;74010;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74011;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74012;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74013;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74014;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74015;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74016;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74017;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74018;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74019;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74020;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74021;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74022;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74023;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74024;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74025;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74026;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74027;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74028;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74121;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74122;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;74123;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;BT;500;500;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;AR
PostAndService;76011;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;76012;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;76013;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;76014;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;76015;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;76016;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;76017;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;76121;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;76123;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
PostAndService;76125;50;50;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;
Poste;NA;59000;59000;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;890,AR,RS
Poste;BN;5500;5500;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;890,AR,RS
Poste;AV;7000;7000;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;890,AR,RS
Poste;SA;22000;22000;2026-06-08T00:00:00.000Z;2026-07-12T23:59:59.999Z;890,AR,RS
