activationDate;geokey;product;lot;zone;coverFlag;dismissed
2025-06-09T13:00:00.000Z;38;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;38;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;38;890;9;EU;true;false
2025-06-09T13:00:00.000Z;39;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;39;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;39;890;9;EU;true;false
2025-06-09T13:00:00.000Z;40;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;40;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;40;890;9;EU;true;false
2025-06-09T13:00:00.000Z;41;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;41;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;41;890;9;EU;true;false
2025-06-09T13:00:00.000Z;42;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;42;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;42;890;9;EU;true;false
2025-06-09T13:00:00.000Z;43;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;43;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;43;890;9;EU;true;false
2025-06-09T13:00:00.000Z;44;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;44;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;44;890;9;EU;true;false
2025-06-09T13:00:00.000Z;45;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;45;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;45;890;9;EU;true;false
2025-06-09T13:00:00.000Z;46;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;46;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;46;890;9;EU;true;false
2025-06-09T13:00:00.000Z;47;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;47;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;47;890;9;EU;true;false
2025-06-09T13:00:00.000Z;48;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;48;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;48;890;9;EU;true;false
2025-06-09T13:00:00.000Z;49;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;49;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;49;890;9;EU;true;false
2025-06-09T13:00:00.000Z;51;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;51;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;51;890;9;EU;true;false
2025-06-09T13:00:00.000Z;52;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;52;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;52;890;9;EU;true;false
2025-06-09T13:00:00.000Z;53;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;53;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;53;890;9;EU;true;false
2025-06-09T13:00:00.000Z;54;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;54;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;54;890;9;EU;true;false
2025-06-09T13:00:00.000Z;55;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;55;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;55;890;9;EU;true;false
2025-06-09T13:00:00.000Z;58;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;58;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;58;890;9;EU;true;false
2025-06-09T13:00:00.000Z;59;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;59;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;59;890;9;EU;true;false
2025-06-09T13:00:00.000Z;60;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;60;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;60;890;9;EU;true;false
2025-06-09T13:00:00.000Z;61;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;61;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;61;890;9;EU;true;false
2025-06-09T13:00:00.000Z;62;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;62;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;62;890;9;EU;true;false
2025-06-09T13:00:00.000Z;63;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;63;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;63;890;9;EU;true;false
2025-06-09T13:00:00.000Z;65;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;65;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;65;890;9;EU;true;false
2025-06-09T13:00:00.000Z;66;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;66;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;66;890;9;EU;true;false
2025-06-09T13:00:00.000Z;67;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;67;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;67;890;9;EU;true;false
2025-06-09T13:00:00.000Z;68;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;68;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;68;890;9;EU;true;false
2025-06-09T13:00:00.000Z;69;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;69;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;69;890;9;EU;true;false
2025-06-09T13:00:00.000Z;71;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;71;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;71;890;9;EU;true;false
2025-06-09T13:00:00.000Z;72;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;72;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;72;890;9;EU;true;false
2025-06-09T13:00:00.000Z;73;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;73;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;73;890;9;EU;true;false
2025-06-09T13:00:00.000Z;74;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;74;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;74;890;9;EU;true;false
2025-06-09T13:00:00.000Z;75;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;75;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;75;890;9;EU;true;false
2025-06-09T13:00:00.000Z;76;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;76;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;76;890;9;EU;true;false
2025-06-09T13:00:00.000Z;77;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;77;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;77;890;9;EU;true;false
2025-06-09T13:00:00.000Z;78;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;78;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;78;890;9;EU;true;false
2025-06-09T13:00:00.000Z;79;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;79;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;79;890;9;EU;true;false
2025-06-09T13:00:00.000Z;118;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;118;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;118;890;9;AM;true;false
2025-06-09T13:00:00.000Z;119;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;119;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;119;890;9;AM;true;false
2025-06-09T13:00:00.000Z;121;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;121;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;121;890;9;AM;true;false
2025-06-09T13:00:00.000Z;122;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;122;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;122;890;9;AM;true;false
2025-06-09T13:00:00.000Z;123;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;123;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;123;890;9;AM;true;false
2025-06-09T13:00:00.000Z;124;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;124;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;124;890;9;AM;true;false
2025-06-09T13:00:00.000Z;125;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;125;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;125;890;9;AM;true;false
2025-06-09T13:00:00.000Z;126;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;126;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;126;890;9;AM;true;false
2025-06-09T13:00:00.000Z;127;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;127;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;127;890;9;AM;true;false
2025-06-09T13:00:00.000Z;128;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;128;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;128;890;9;AM;true;false
2025-06-09T13:00:00.000Z;131;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;131;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;131;890;9;AM;true;false
2025-06-09T13:00:00.000Z;132;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;132;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;132;890;9;AM;true;false
2025-06-09T13:00:00.000Z;133;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;133;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;133;890;9;AM;true;false
2025-06-09T13:00:00.000Z;134;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;134;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;134;890;9;AM;true;false
2025-06-09T13:00:00.000Z;135;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;135;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;135;890;9;AM;true;false
2025-06-09T13:00:00.000Z;136;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;136;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;136;890;9;AM;true;false
2025-06-09T13:00:00.000Z;137;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;137;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;137;890;9;AM;true;false
2025-06-09T13:00:00.000Z;138;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;138;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;138;890;9;AM;true;false
2025-06-09T13:00:00.000Z;139;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;139;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;139;890;9;AM;true;false
2025-06-09T13:00:00.000Z;141;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;141;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;141;890;9;AM;true;false
2025-06-09T13:00:00.000Z;142;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;142;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;142;890;9;AM;true;false
2025-06-09T13:00:00.000Z;143;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;143;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;143;890;9;AM;true;false
2025-06-09T13:00:00.000Z;144;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;144;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;144;890;9;AM;true;false
2025-06-09T13:00:00.000Z;145;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;145;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;145;890;9;AM;true;false
2025-06-09T13:00:00.000Z;146;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;146;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;146;890;9;AM;true;false
2025-06-09T13:00:00.000Z;147;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;147;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;147;890;9;AM;true;false
2025-06-09T13:00:00.000Z;148;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;148;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;148;890;9;AM;true;false
2025-06-09T13:00:00.000Z;149;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;149;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;149;890;9;AM;true;false
2025-06-09T13:00:00.000Z;151;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;151;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;151;890;9;AM;true;false
2025-06-09T13:00:00.000Z;152;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;152;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;152;890;9;AM;true;false
2025-06-09T13:00:00.000Z;153;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;153;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;153;890;9;AM;true;false
2025-06-09T13:00:00.000Z;154;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;154;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;154;890;9;AM;true;false
2025-06-09T13:00:00.000Z;155;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;155;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;155;890;9;AM;true;false
2025-06-09T13:00:00.000Z;156;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;156;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;156;890;9;AM;true;false
2025-06-09T13:00:00.000Z;157;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;157;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;157;890;9;AM;true;false
2025-06-09T13:00:00.000Z;158;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;158;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;158;890;9;AM;true;false
2025-06-09T13:00:00.000Z;159;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;159;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;159;890;9;AM;true;false
2025-06-09T13:00:00.000Z;161;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;161;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;161;890;9;AM;true;false
2025-06-09T13:00:00.000Z;162;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;162;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;162;890;9;AM;true;false
2025-06-09T13:00:00.000Z;163;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;163;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;163;890;9;AM;true;false
2025-06-09T13:00:00.000Z;164;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;164;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;164;890;9;AM;true;false
2025-06-09T13:00:00.000Z;165;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;165;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;165;890;9;AM;true;false
2025-06-09T13:00:00.000Z;166;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;166;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;166;890;9;AM;true;false
2025-06-09T13:00:00.000Z;167;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;167;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;167;890;9;AM;true;false
2025-06-09T13:00:00.000Z;168;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;168;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;168;890;9;AM;true;false
2025-06-09T13:00:00.000Z;169;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;169;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;169;890;9;AM;true;false
2025-06-09T13:00:00.000Z;171;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;171;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;171;890;9;AM;true;false
2025-06-09T13:00:00.000Z;172;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;172;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;172;890;9;AM;true;false
2025-06-09T13:00:00.000Z;173;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;173;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;173;890;9;AM;true;false
2025-06-09T13:00:00.000Z;174;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;174;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;174;890;9;AM;true;false
2025-06-09T13:00:00.000Z;175;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;175;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;175;890;9;AM;true;false
2025-06-09T13:00:00.000Z;176;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;176;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;176;890;9;AM;true;false
2025-06-09T13:00:00.000Z;177;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;177;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;177;890;9;AM;true;false
2025-06-09T13:00:00.000Z;178;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;178;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;178;890;9;AM;true;false
2025-06-09T13:00:00.000Z;179;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;179;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;179;890;9;AM;true;false
2025-06-09T13:00:00.000Z;181;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;181;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;181;890;9;AM;true;false
2025-06-09T13:00:00.000Z;182;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;182;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;182;890;9;AM;true;false
2025-06-09T13:00:00.000Z;183;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;183;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;183;890;9;AM;true;false
2025-06-09T13:00:00.000Z;184;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;184;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;184;890;9;AM;true;false
2025-06-09T13:00:00.000Z;185;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;185;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;185;890;9;AM;true;false
2025-06-09T13:00:00.000Z;186;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;186;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;186;890;9;AM;true;false
2025-06-09T13:00:00.000Z;187;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;187;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;187;890;9;AM;true;false
2025-06-09T13:00:00.000Z;188;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;188;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;188;890;9;AM;true;false
2025-06-09T13:00:00.000Z;189;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;189;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;189;890;9;AM;true;false
2025-06-09T13:00:00.000Z;191;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;191;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;191;890;9;AM;true;false
2025-06-09T13:00:00.000Z;192;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;192;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;192;890;9;AM;true;false
2025-06-09T13:00:00.000Z;193;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;193;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;193;890;9;AM;true;false
2025-06-09T13:00:00.000Z;195;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;195;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;195;890;9;AM;true;false
2025-06-09T13:00:00.000Z;196;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;196;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;196;890;9;AM;true;false
2025-06-09T13:00:00.000Z;197;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;197;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;197;890;9;AM;true;false
2025-06-09T13:00:00.000Z;198;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;198;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;198;890;9;AM;true;false
2025-06-09T13:00:00.000Z;199;RS;23;AM;true;false
2025-06-09T13:00:00.000Z;199;AR;28;AM;true;false
2025-06-09T13:00:00.000Z;199;890;9;AM;true;false
2025-06-09T13:00:00.000Z;1010;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1010;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1010;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1011;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1011;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1011;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1012;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1012;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1012;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1014;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1014;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1014;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1015;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1015;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1015;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1016;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1016;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1016;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1017;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1017;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1017;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1018;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1018;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1018;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1019;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1019;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1019;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1020;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1020;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1020;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1021;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1021;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1021;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1022;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1022;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1022;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1023;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1023;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1023;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1024;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1024;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1024;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1025;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1025;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1025;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1027;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1027;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1027;890;9;EU;true;false
2025-06-09T13:00:00.000Z;1028;RS;23;EU;true;false
2025-06-09T13:00:00.000Z;1028;AR;28;EU;true;false
2025-06-09T13:00:00.000Z;1028;890;9;EU;true;false
